"corpus","preloaded/ententen21_tt31"
"subcorpus","-"
Keyword,Gramrel,Collocate,Freq,Score
,,"water",17,5.710
,,"useless",14,5.710
,,"day",36,5.680
,,"achieve",21,5.680
,,"same",17,5.680
,,"much",14,5.680
,,"be",498,5.670
,,"damage",18,5.660
,,"time",46,5.650
,,"safe",14,5.620
,,"use",16,5.620
,,"save",15,5.620
,,"exist",21,5.600
,,"indicate",27,5.530
,,"fail",22,5.520
,,"stop",15,5.510
,,"go",25,5.500
,,"die",15,5.470
,,"use",47,5.420
,,"change",15,5.380
,,"imagine",49,5.370
,,"worry",23,5.370
,,"work",18,5.340
,,"occur",48,5.330
,,"way",21,5.320
,,"mean",29,5.270
,,"reduce",14,5.260
,,"sense",17,5.250
,,"surprising",13,5.250
,,"look",46,5.240
,,"possible",29,5.240
,,"place",18,5.230
,,"problem",31,5.230
,,"continue",13,5.220
,,"like",16,5.200
,,"unknown",13,5.150
,,"appear",25,5.140
,,"show",15,5.140
,,"happy",17,5.090
,,"case",24,5.040
,,"issue",15,5.040
,,"require",24,5.040
,,"risk",14,5.020
,,"change",21,5.010
,,"test",17,5.010
power,"X up ...",,7017,0.040
,,"device",184,9.550
,,"system",299,9.500
,,"sequence",143,9.230
,,"computer",134,9.080
,,"item",112,8.800
,,"machine",109,8.760
,,"weapon",95,8.710
,,"PC",91,8.640
,,"board",123,8.630
,,"unit",107,8.580
,,"gaming",73,8.380
,,"attack",67,8.130
,,"laptop",63,8.130
,,"circuit",61,8.080
,,"move",57,7.840
,,"test",53,7.810
,,"mode",52,7.760
,,"engine",53,7.710
,,"ability",44,7.620
,,"fine",45,7.540
,,"character",44,7.490
,,"phone",47,7.430
,,"router",37,7.400
,,"module",37,7.380
,,"cycle",38,7.370
,,"laser",36,7.370
,,"Pi",36,7.370
,,"card",49,7.310
,,"state",37,7.290
,,"camera",39,7.260
,,"skill",37,7.260
,,"program",52,7.260
,,"expansion",33,7.240
,,"controller",33,7.230
,,"amp",31,7.150
,,"feature",37,7.120
,,"radio",31,7.120
,,"ship",30,7.080
,,"icon",29,7.010
,,"kit",32,6.980
,,"light",31,6.930
,,"printer",27,6.930
,,"screen",38,6.900
,,"switch",26,6.870
,,"equipment",27,6.860
,,"reset",25,6.860
,,"motor",26,6.850
,,"drive",28,6.810
,,"timer",25,6.810
,,"business",33,6.790
,,"problem",29,6.770
,,"hero",24,6.750
,,"procedure",27,6.730
,,"smartphone",23,6.730
,,"generator",24,6.690
,,"top",40,6.680
,,"fan",24,6.680
,,"panel",24,6.670
,,"time",87,6.660
,,"receiver",22,6.660
,,"player",25,6.630
,,"modem",22,6.550
,,"transmitter",20,6.530
,,"battery",22,6.520
,,"team",26,6.480
,,"button",27,6.460
,,"gun",20,6.440
,,"Brain",18,6.380
,,"front",261,6.350
,,"career",18,6.330
,,"mind",19,6.320
,,"shield",17,6.300
,,"delay",17,6.300
,,"tile",17,6.290
,,"audio",17,6.290
,,"game",44,6.280
,,"vehicle",18,6.280
,,"monitor",17,6.280
,,"speaker",17,6.260
,,"option",21,6.250
,,"issue",20,6.250
,,"programme",18,6.220
,,"power",18,6.210
,,"life",23,6.200
,,"sound",17,6.190
,,"sensor",16,6.180
,,"routine",18,6.170
,,"brain",16,6.160
,,"signal",16,6.150
,,"condition",16,6.140
,,"experience",18,6.130
,,"Pokemon",15,6.110
,,"default",15,6.110
,,"box",22,6.110
,,"event",22,6.110
,,"series",18,6.110
,,"display",22,6.100
,,"TV",17,6.090
,,"station",17,6.080
,,"hill",92,6.080
power,"verbs with particle ""away"" and X as object",,6755,0.030
,,"take",4121,8.990
,,"seal",68,8.270
,,"strip",201,8.110
,,"give",1506,8.080
,,"bargain",40,7.520
,,"drain",41,7.330
,,"whittle",33,7.120
,,"sign",49,6.990
,,"contract",27,6.980
,,"steal",37,6.900
,,"suck",25,6.720
,,"eat",33,6.710
,,"wrest",21,6.630
,,"fritter",27,6.500
,,"snatch",24,6.490
,,"sweep",52,6.440
,,"hand",16,6.270
,,"lock",20,6.240
,,"sap",14,6.050
,,"wrestle",14,6.050
,,"trade",26,5.790
,,"throw",112,5.380
,,"drive",28,5.190
,,"explain",18,5.020
power,"X against ...",,6717,0.030
,,"power",240,8.300
,,"alternative",41,7.460
,,"citizen",124,7.380
,,"spirit",79,7.290
,,"demon",42,7.100
,,"shield",32,7.090
,,"enemy",251,6.970
,,"rightie",33,6.820
,,"foe",62,6.790
,,"pitching",32,6.790
,,"neighbor",42,6.770
,,"lefty",40,6.670
,,"evil",75,6.660
,,"democracy",32,6.550
,,"boss",33,6.530
,,"wish",50,6.480
,,"other",71,6.410
,,"sin",39,6.340
,,"adversary",28,6.300
,,"Satan",20,6.200
,,"capital",21,6.070
,,"force",125,6.050
,,"state",108,6.040
,,"RHP",16,6.030
,,"majority",19,6.000
,,"undead",15,6.000
,,"interest",77,5.970
,,"people",275,5.960
,,"rival",42,5.940
,,"target",73,5.920
,,"encroachment",18,5.920
,,"will",98,5.890
,,"individual",60,5.890
,,"gold",15,5.880
,,"China",47,5.860
,,"LHP",14,5.860
,,"opponent",116,5.840
,,"country",58,5.830
,,"supplier",14,5.830
,,"neighbour",15,5.740
,,"elite",14,5.670
,,"human",18,5.650
,,"bourgeoisie",13,5.640
,,"movement",24,5.630
,,"worker",35,5.620
,,"population",34,5.620
,,"ship",18,5.590
,,"monster",17,5.590
,,"nation",35,5.560
,,"ally",15,5.560
,,"employer",34,5.540
,,"right",30,5.510
,,"opposition",29,5.510
,,"Germany",38,5.500
,,"union",18,5.480
,,"anyone",35,5.460
,,"rest",14,5.450
,,"god",13,5.390
,,"class",17,5.370
,,"Britain",16,5.350
,,"protester",22,5.340
,,"landlord",13,5.340
,,"corporation",19,5.320
,,"France",26,5.310
,,"party",38,5.290
,,"victim",16,5.290
,,"army",24,5.280
,,"States",41,5.240
,,"minority",24,5.240
,,"someone",23,5.230
,,"US",21,5.210
,,"society",16,5.210
,,"competitor",18,5.180
,,"threat",51,5.160
,,"world",20,5.150
,,"king",15,5.150
,,"terrorist",21,5.140
,,"bacterium",18,5.140
,,"Union",17,5.120
,,"aggression",15,5.100
,,"Russia",37,5.090
,,"community",24,5.050
,,"range",13,5.040
power,"X like ...",,6251,0.030
,,"Russia",424,9.910
,,"China",750,9.530
,,"States",338,9.370
,,"Britain",175,9.170
,,"US",272,8.940
,,"France",158,8.560
,,"Iran",128,8.330
,,"power",145,8.300
,,"U.S.",92,8.130
,,"Turkey",77,8.090
,,"telekinesis",51,8.030
,,"USA",93,7.990
,,"telepathy",50,7.950
,,"Brazil",84,7.920
,,"Germany",115,7.900
,,"Japan",99,7.830
,,"India",221,7.780
,,"strength",47,7.540
,,"Arabia",57,7.450
,,"Union",48,7.390
,,"ability",53,7.340
,,"Israel",50,7.330
,,"Australia",71,7.230
,,"England",44,7.180
,,"superman",42,7.010
,,"Pakistan",35,6.760
,,"flight",25,6.660
,,"Egypt",30,6.660
,,"America",50,6.520
,,"Canada",41,6.490
,,"Korea",32,6.480
,,"wind",62,6.450
,,"invisibility",17,6.450
,,"Spain",25,6.390
,,"battery",29,6.370
,,"Kingdom",20,6.350
,,"clan",17,6.330
,,"UK",32,6.330
,,"EU",19,6.320
,,"sect",16,6.310
,,"empire",17,6.280
,,"clairvoyance",15,6.280
,,"generator",18,6.230
,,"Empire",16,6.230
,,"vision",22,6.220
,,"Rome",17,6.120
,,"none",28,6.110
,,"coal",22,6.080
,,"levitation",13,6.080
,,"electricity",20,6.040
,,"president",17,5.940
,,"State",19,5.830
,,"Vietnam",16,5.780
,,"Italy",17,5.750
,,"dictator",13,5.730
,,"god",25,5.700
,,"Iraq",18,5.670
,,"control",24,5.590
,,"Syria",13,5.510
,,"force",16,5.490
,,"politician",14,5.460
,,"government",18,5.320
,,"energy",15,5.310
,,"king",22,5.270
,,"mine",45,5.140
,,"weapon",13,5.120
,,"rest",33,5.100
,,"leader",13,5.090
,,"bomb",15,5.050
power,"verbs with particle ""down"" and X as object",,5378,0.030
,,"call",161,8.820
,,"dial",64,8.000
,,"suck",64,7.890
,,"whittle",73,7.770
,,"draw",118,7.700
,,"step",87,7.570
,,"shut",1499,7.290
,,"ramp",21,6.820
,,"hold",277,6.600
,,"tone",84,6.550
,,"face",50,6.490
,,"water",76,6.490
,,"put",362,6.430
,,"pass",62,6.410
,,"beam",14,6.320
,,"knock",122,6.140
,,"send",37,6.080
,,"turn",277,6.030
,,"bring",283,5.910
,,"wear",30,5.890
,,"power",17,5.870
,,"lay",285,5.830
,,"back",17,5.780
,,"play",40,5.530
,,"cut",147,5.510
,,"hand",46,5.450
,,"scale",24,5.210
power,"X off ...",,5226,0.030
,,"device",238,10.200
,,"button",231,10.170
,,"function",182,10.010
,,"phone",219,9.800
,,"computer",179,9.630
,,"machine",148,9.510
,,"slider",101,9.270
,,"system",147,9.200
,,"option",103,9.150
,,"stall",88,9.080
,,"mode",92,8.980
,,"state",89,8.960
,,"feature",84,8.830
,,"switch",85,8.740
,,"landing",69,8.680
,,"iPhone",65,8.520
,,"command",60,8.500
,,"VM",58,8.480
,,"grid",123,8.410
,,"PC",56,8.360
,,"unit",52,8.190
,,"router",37,7.830
,,"printer",31,7.530
,,"setting",30,7.500
,,"console",29,7.480
,,"tablet",28,7.430
,,"battery",32,7.370
,,"power",34,7.340
,,"server",32,7.310
,,"condition",26,7.300
,,"tee",66,7.270
,,"laptop",25,7.220
,,"line",129,7.200
,,"screen",66,7.200
,,"protection",23,7.140
,,"display",24,7.130
,,"instruction",23,7.120
,,"situation",24,7.060
,,"timer",22,7.050
,,"TV",25,6.970
,,"modem",20,6.960
,,"reset",19,6.890
,,"delay",19,6.880
,,"monitor",19,6.830
,,"key",20,6.820
,,"VMs",18,6.800
,,"player",21,6.790
,,"speed",19,6.790
,,"board",56,6.770
,,"camera",29,6.770
,,"wing",18,6.660
,,"icon",16,6.630
,,"menu",27,6.600
,,"sequence",16,6.600
,,"issue",18,6.590
,,"memory",16,6.590
,,"signal",16,6.580
,,"status",16,6.570
,,"glide",15,6.550
,,"alarm",18,6.540
,,"iPad",15,6.530
,,"problem",18,6.520
,,"approach",17,6.510
,,"receiver",15,6.510
,,"Pi",14,6.450
,,"code",15,6.440
,,"bench",88,6.350
,,"circuit",14,6.350
,,"macro",13,6.340
,,"motor",14,6.330
,,"time",56,6.320
,,"drive",17,6.240
,,"position",14,6.210
,,"light",16,6.200
,,"message",13,6.160
,,"event",15,6.080
,,"box",16,6.070
,,"car",15,5.500
,,"edge",16,5.430
,,"bottom",14,5.290
power,"X among ...",,5171,0.030
,,"branch",484,10.860
,,"creature",53,8.000
,,"elite",95,7.870
,,"actor",80,7.790
,,"power",54,7.610
,,"nation",236,7.560
,,"faction",44,7.560
,,"state",263,7.460
,,"level",44,7.430
,,"organ",28,7.360
,,"clan",29,7.290
,,"arm",23,7.120
,,"executive",28,6.980
,,"party",81,6.910
,,"mass",52,6.820
,,"class",63,6.770
,,"institution",55,6.690
,,"department",29,6.680
,,"government",34,6.570
,,"holder",17,6.490
,,"tribe",39,6.480
,,"Yoruba",14,6.450
,,"god",19,6.440
,,"unit",23,6.420
,,"consumer",65,6.350
,,"prince",14,6.340
,,"Congress",13,6.330
,,"ruler",14,6.320
,,"president",14,6.310
,,"interest",15,6.270
,,"group",260,6.220
,,"sect",13,6.190
,,"body",19,6.160
,,"Indians",29,6.040
,,"man",157,6.030
,,"shareholder",13,6.030
,,"politician",19,5.920
,,"States",21,5.880
,,"authority",15,5.870
,,"region",21,5.860
,,"official",27,5.850
,,"stakeholder",40,5.830
,,"agency",33,5.810
,,"leader",61,5.780
,,"Palestinians",13,5.780
,,"entity",14,5.740
,,"family",39,5.730
,,"citizen",34,5.710
,,"worker",64,5.610
,,"force",15,5.590
,,"part",13,5.590
,,"competitor",14,5.550
,,"human",19,5.480
,,"number",28,5.470
,,"community",69,5.460
,,"element",14,5.450
,,"firm",17,5.440
,,"people",336,5.430
,,"participant",45,5.360
,,"individual",45,5.340
,,"country",69,5.340
,,"peer",24,5.210
,,"officer",13,5.160
power,"X per ...",,4837,0.020
,,"port",170,9.780
,,"area",458,9.750
,,"channel",325,9.090
,,"volume",132,8.450
,,"bit",53,7.980
,,"mass",55,7.970
,,"weight",62,7.930
,,"watt",68,7.640
,,"bandwidth",30,7.610
,,"rack",31,7.560
,,"stroke",31,7.520
,,"unit",308,7.480
,,"dollar",99,7.340
,,"meter",122,7.230
,,"speaker",23,7.080
,,"length",32,7.050
,,"frequency",20,7.020
,,"turn",65,6.980
,,"shot",27,6.740
,,"cabinet",16,6.730
,,"module",21,6.720
,,"turbine",17,6.710
,,"metre",51,6.700
,,"core",27,6.680
,,"cc",15,6.570
,,"chip",16,6.510
,,"pound",87,6.500
,,"panel",15,6.460
,,"pulse",15,6.420
,,"foot",99,6.380
,,"charge",31,6.300
,,"inch",98,6.250
,,"size",13,6.150
,,"litre",45,6.120
,,"round",33,6.110
,,"m2",15,6.090
,,"line",42,5.960
,,"centimeter",19,5.940
,,"ton",36,5.940
,,"cycle",28,5.890
,,"point",17,5.730
,,"kilogram",26,5.690
,,"capita",133,5.590
,,"node",13,5.580
,,"liter",36,5.570
,,"level",29,5.550
,,"kg",18,5.510
,,"cell",18,5.400
,,"kwh",18,5.350
,,"cylinder",13,5.340
,,"head",23,5.270
power,"X across ...",,4770,0.020
,,"band",61,7.950
,,"grid",33,7.530
,,"distance",69,7.500
,,"branch",28,7.070
,,"load",18,6.660
,,"East",56,6.580
,,"axle",14,6.520
,,"society",31,6.490
,,"Strait",25,6.450
,,"swath",16,6.440
,,"frequency",14,6.360
,,"economy",29,6.130
,,"island",46,6.090
,,"territory",22,6.080
,,"range",282,6.080
,,"century",19,6.030
,,"Mediterranean",15,5.950
,,"ocean",40,5.930
,,"Pacific",29,5.880
,,"space",34,5.810
,,"planet",25,5.730
,,"region",228,5.710
,,"gap",16,5.640
,,"part",31,5.590
,,"galaxy",15,5.520
,,"section",14,5.520
,,"domain",27,5.490
,,"South",13,5.420
,,"continent",80,5.320
,,"globe",278,5.300
,,"Asia",35,5.300
,,"sea",23,5.260
,,"time",32,5.250
,,"board",140,5.180
,,"institution",15,5.110
,,"Africa",40,5.070
,,"world",247,5.040
,,"land",28,5.010
,,"government",18,5.010
power,"... onto X",,4009,0.020
,,"cling",290,10.270
,,"hold",2692,9.670
,,"hang",475,9.330
,,"holding",300,9.260
,,"hold",51,8.390
,,"cling",14,6.820
,,"grab",19,5.560
power,"... after X",,3875,0.020
,,"lust",227,9.490
,,"hanker",67,8.560
,,"second",242,8.020
,,"retain",39,7.920
,,"power",93,7.730
,,"strive",35,7.590
,,"seeker",38,7.480
,,"lust",22,7.400
,,"grasp",19,7.260
,,"setting",23,7.190
,,"merciful",16,7.070
,,"restart",28,7.060
,,"reset",15,6.830
,,"millisecond",15,6.820
,,"boot",13,6.650
,,"button",15,6.630
,,"reset",14,6.580
,,"memory",17,6.550
,,"datum",27,6.480
,,"thirst",13,6.480
,,"delay",15,6.410
,,"mode",14,6.320
,,"run",79,6.300
,,"while",21,6.160
,,"be",539,5.940
,,"restore",14,5.860
,,"minute",168,5.750
,,"seek",124,5.660
,,"operation",15,5.560
,,"set",16,5.430
,,"state",28,5.400
,,"lose",13,5.340
,,"system",17,5.310
,,"chase",28,5.290
power,"... among X",,3853,0.020
,,"assume",159,10.320
,,"rivalry",136,9.600
,,"war",180,9.540
,,"conflict",132,8.380
,,"Africa",41,8.300
,,"world",44,8.200
,,"struggle",46,8.080
,,"race",41,8.060
,,"tension",65,8.050
,,"balance",51,7.890
,,"contradiction",34,7.890
,,"relation",130,7.850
,,"competition",223,7.830
,,"confrontation",26,7.700
,,"power",54,7.610
,,"alliance",30,7.530
,,"peace",51,7.510
,,"partition",23,7.480
,,"agreement",94,7.320
,,"negotiation",28,7.320
,,"antagonism",17,7.120
,,"place",130,7.090
,,"division",53,7.090
,,"treaty",17,7.070
,,"warfare",17,7.040
,,"position",42,6.960
,,"influence",28,6.890
,,"divide",81,6.830
,,"ally",16,6.770
,,"territory",13,6.740
,,"rank",32,6.730
,,"cooperation",78,6.580
,,"force",14,6.510
,,"game",16,6.400
,,"order",13,6.270
,,"talk",14,6.240
,,"discord",13,6.200
,,"unity",25,5.870
,,"unique",35,5.840
,,"disagreement",20,5.810
,,"stand",16,5.810
,,"chief",16,5.760
,,"least",14,5.620
,,"dispute",14,5.580
,,"trust",15,5.360
,,"relationship",65,5.330
,,"exist",23,5.290
,,"interest",27,5.260
,,"have",15,5.250
,,"consensus",32,5.210
,,"count",16,5.190
,,"dialogue",15,5.130
,,"list",14,5.090
,,"fear",14,5.050
,,"coordination",15,5.020
power,"X beyond ...",,3755,0.020
,,"imagination",218,8.820
,,"dream",156,8.750
,,"understanding",156,8.480
,,"comprehension",230,8.410
,,"ken",61,8.190
,,"anything",128,8.060
,,"term",58,8.020
,,"reckoning",32,7.970
,,"mandate",38,7.910
,,"border",196,7.830
,,"man",32,7.810
,,"human",27,7.670
,,"limit",238,7.540
,,"port",20,7.400
,,"control",319,7.340
,,"valve",18,7.290
,,"ability",86,7.270
,,"strength",24,7.230
,,"state",32,7.170
,,"imagining",18,7.160
,,"power",59,7.110
,,"mortal",16,7.090
,,"plug",15,7.020
,,"measure",64,6.960
,,"world",40,6.880
,,"norm",22,6.820
,,"shore",19,6.800
,,"right",17,6.800
,,"number",26,6.730
,,"region",18,6.590
,,"end",33,6.520
,,"authority",16,6.520
,,"election",13,6.480
,,"realm",38,6.420
,,"bound",30,6.380
,,"belief",68,6.350
,,"law",17,6.310
,,"reason",21,6.300
,,"compare",20,6.290
,,"grave",16,6.270
,,"knowledge",17,6.190
,,"limitation",19,6.100
,,"capability",31,6.020
,,"reach",71,6.000
,,"capacity",30,5.900
,,"life",15,5.730
,,"boundary",43,5.680
,,"range",19,5.540
,,"confine",17,5.510
,,"level",29,5.340
,,"point",27,5.290
power,"... because X",,3588,0.020
,,"power",151,9.820
,,"democracy",15,6.980
,,"powerful",14,6.880
,,"survive",17,6.860
,,"government",16,6.580
,,"least",17,6.570
,,"state",17,6.550
,,"system",26,6.490
,,"law",19,6.400
,,"God",15,6.230
,,"country",17,6.220
,,"change",21,6.210
,,"go",29,6.100
,,"lose",17,6.050
,,"die",21,6.040
,,"world",15,6.040
,,"night",13,6.020
,,"people",19,6.000
,,"use",23,5.950
,,"today",19,5.940
,,"great",14,5.860
,,"work",47,5.820
,,"case",25,5.810
,,"exist",26,5.780
,,"fail",32,5.770
,,"bad",18,5.770
,,"do",66,5.750
,,"possible",30,5.750
,,"true",13,5.720
,,"happen",55,5.660
,,"place",14,5.640
,,"difficult",21,5.600
,,"be",1172,5.430
,,"way",15,5.420
,,"arise",17,5.410
,,"need",14,5.410
,,"important",55,5.370
,,"time",35,5.330
,,"part",55,5.310
,,"problem",24,5.310
,,"thing",14,5.230
,,"occur",25,5.040
,,"come",16,5.040
power,"X throughout ...",,3548,0.020
,,"range",224,8.740
,,"band",29,7.980
,,"powerband",26,7.860
,,"society",65,7.760
,,"lens",23,7.710
,,"storm",20,7.450
,,"swing",18,7.190
,,"East",54,7.150
,,"reign",17,7.080
,,"lineup",15,6.930
,,"universe",32,6.600
,,"government",17,6.570
,,"empire",23,6.470
,,"ship",15,6.470
,,"history",277,6.430
,,"territory",20,6.320
,,"Asia",38,6.300
,,"century",67,6.300
,,"age",28,6.000
,,"region",137,5.940
,,"island",19,5.940
,,"South",14,5.940
,,"continent",15,5.920
,,"system",45,5.920
,,"land",21,5.750
,,"race",13,5.700
,,"building",28,5.660
,,"decade",15,5.560
,,"world",319,5.440
,,"Europe",85,5.370
,,"period",54,5.300
,,"war",15,5.250
,,"series",24,5.230
,,"rest",20,5.150
,,"duration",13,5.090
,,"story",14,5.030
power,"X since ...",,3225,0.020
,,"independence",261,9.170
,,"coup",78,8.850
,,"power",37,8.360
,,"storm",30,7.820
,,"revolution",56,7.380
,,"country",26,7.010
,,"Fed",13,6.940
,,"Empire",13,6.930
,,"Deal",13,6.900
,,"morning",35,6.880
,,"election",68,6.780
,,"end",142,6.660
,,"War",71,6.620
,,"night",33,6.490
,,"collapse",17,6.480
,,"fall",42,6.410
,,"II",55,6.300
,,"era",23,6.220
,,"Thursday",16,6.050
,,"creation",31,6.000
,,"century",95,5.960
,,"Saturday",14,5.920
,,"Monday",16,5.800
,,"birth",37,5.790
,,"Sunday",13,5.790
,,"Friday",18,5.780
,,"yesterday",17,5.770
,,"dawn",17,5.650
,,"death",28,5.590
,,"1960",45,5.580
,,"1950",30,5.560
,,"government",14,5.530
,,"war",28,5.390
,,"time",157,5.360
,,"1930",18,5.340
,,"establishment",16,5.230
,,"1970",43,5.040
,,"1980",41,5.030
power,"X until ...",,2803,0.010
,,"election",215,8.540
,,"power",44,8.340
,,"battery",37,8.190
,,"generator",19,7.750
,,"engine",22,7.450
,,"revolution",22,7.260
,,"text",14,7.230
,,"invasion",14,6.980
,,"repair",14,6.820
,,"government",32,6.820
,,"fall",58,6.780
,,"term",16,6.640
,,"Congress",14,6.590
,,"return",28,6.010
,,"death",238,5.930
,,"arrival",14,5.860
,,"thing",16,5.680
,,"middle",15,5.620
,,"century",61,5.520
,,"beginning",14,5.510
,,"moment",23,5.420
,,"something",13,5.300
,,"people",14,5.260
power,"... before X",,2736,0.010
,,"bow",142,9.140
,,"helpless",53,9.080
,,"tremble",42,8.570
,,"cower",33,8.430
,,"tremble",30,8.430
,,"awe",24,8.010
,,"bow",25,7.970
,,"grovel",22,7.860
,,"fall",62,7.730
,,"power",25,7.670
,,"cringe",15,7.450
,,"humility",21,7.440
,,"bend",16,7.410
,,"prostrate",15,7.280
,,"knee",19,6.850
,,"naked",13,6.800
,,"flee",17,6.780
,,"nothing",13,6.780
,,"kneel",24,6.350
,,"delay",14,6.170
,,"mention",13,6.160
,,"disappear",13,6.000
,,"system",14,5.820
,,"people",19,5.640
,,"way",31,5.610
,,"second",31,5.460
,,"stand",69,5.430
,,"long",71,5.120
,,"time",174,5.080
power,"X around ...",,2534,0.010
,,"household",48,8.930
,,"home",294,8.040
,,"watt",13,7.260
,,"clock",122,6.480
,,"globe",236,5.380
,,"p.m.",23,5.240
,,"BC",13,5.170
,,"region",20,5.150
,,"system",14,5.150
,,"track",22,5.150
power,"X down ...",,2480,0.010
,,"mode",327,11.760
,,"computer",115,10.400
,,"device",101,10.250
,,"system",118,9.980
,,"machine",64,9.580
,,"feature",57,9.390
,,"phone",56,9.370
,,"state",44,9.060
,,"condition",41,8.990
,,"PC",39,8.940
,,"equipment",31,8.640
,,"feed",29,8.540
,,"sequence",28,8.500
,,"circuit",27,8.430
,,"unit",29,8.390
,,"laptop",25,8.350
,,"function",25,8.260
,,"insulation",25,8.210
,,"server",24,8.210
,,"cable",26,8.190
,,"printer",20,8.030
,,"router",19,7.960
,,"signal",19,7.940
,,"straight",19,7.820
,,"situation",19,7.820
,,"weapon",18,7.820
,,"controller",17,7.780
,,"command",17,7.750
,,"cycle",17,7.750
,,"electronics",16,7.710
,,"board",18,7.610
,,"engine",15,7.590
,,"issue",15,7.530
,,"tether",14,7.520
,,"period",18,7.480
,,"display",13,7.380
,,"wire",14,7.320
,,"procedure",13,7.290
,,"screen",16,7.200
,,"time",34,7.170
,,"button",20,6.950
,,"option",14,6.850
,,"bit",25,6.260
,,"way",13,6.200
,,"line",107,5.850
,,"track",13,5.290
power,"X via ...",,2426,0.010
,,"coup",106,10.380
,,"election",84,9.850
,,"generator",44,9.030
,,"battery",43,8.900
,,"d",29,8.600
,,"box",50,8.380
,,"connector",52,8.200
,,"Poe",22,8.120
,,"turbine",21,8.050
,,"cell",23,7.980
,,"shaft",20,7.790
,,"switch",35,7.670
,,"mean",51,7.660
,,"inverter",16,7.640
,,"grid",17,7.630
,,"panel",32,7.590
,,"cable",123,7.550
,,"force",18,7.550
,,"energy",15,7.550
,,"cord",18,7.530
,,"pin",19,7.520
,,"transformer",15,7.480
,,"supply",14,7.440
,,"USB",105,7.420
,,"legislation",15,7.410
,,"DC",13,7.400
,,"adapter",20,7.400
,,"power",16,7.390
,,"gearbox",16,7.370
,,"port",70,7.350
,,"plug",15,7.350
,,"motor",14,7.350
,,"engine",24,7.270
,,"wheel",13,7.150
,,"transmission",19,7.110
,,"vote",14,7.050
,,"socket",15,6.970
,,"wire",15,6.820
,,"source",16,6.810
,,"cloud",16,6.720
,,"line",42,6.690
,,"input",13,6.670
,,"control",18,6.590
,,"connection",37,6.220
,,"system",51,5.900
,,"technology",17,5.830
,,"process",20,5.510
power,"... out X",,2158,0.010
,,"knock",594,11.410
,,"churn",60,9.320
,,"knock",109,9.040
,,"pump",76,9.020
,,"phase",48,8.320
,,"churn",23,7.770
,,"set",104,7.390
,,"belt",20,7.120
,,"put",15,7.010
,,"put",86,6.980
,,"balance",18,6.880
,,"phase",13,6.780
,,"max",13,6.740
,,"wipe",44,6.710
,,"test",17,6.490
,,"bring",32,6.220
,,"set",49,5.760
,,"take",30,5.480
,,"flat",15,5.450
,,"rule",22,5.350
,,"figure",15,5.310
,,"point",101,5.280
,,"cut",13,5.120
,,"figure",29,5.070
,,"seek",16,5.050
,,"point",18,5.040
power,"X upon ...",,2036,0.010
,,"court",72,8.460
,,"board",33,8.220
,,"will",37,8.160
,,"Congress",32,8.040
,,"commissioner",18,7.940
,,"President",23,7.890
,,"wearer",14,7.750
,,"soul",48,7.610
,,"Secretary",16,7.610
,,"Government",17,7.600
,,"heart",63,7.540
,,"Commission",18,7.530
,,"governor",13,7.500
,,"conscience",17,7.400
,,"Board",14,7.390
,,"corporation",15,7.280
,,"Council",14,7.120
,,"Court",16,7.090
,,"officer",17,6.930
,,"earth",151,6.860
,,"owner",16,6.850
,,"authority",25,6.650
,,"individual",26,6.590
,,"company",17,6.480
,,"sea",16,6.470
,,"government",46,6.410
,,"death",56,6.330
,,"body",31,6.270
,,"world",51,6.240
,,"history",20,6.190
,,"contact",13,6.190
,,"mind",30,6.160
,,"occasion",15,6.160
,,"other",25,6.140
,,"person",32,6.080
,,"life",34,6.000
,,"nation",15,5.860
,,"people",55,5.770
,,"power",15,5.510
,,"man",29,5.480
,,"state",15,5.340
power,"... whether X",,2007,0.010
,,"inquire",23,7.040
,,"doubtful",18,6.860
,,"doubt",16,6.850
,,"arise",13,6.830
,,"doubt",26,6.580
,,"question",130,6.520
,,"consider",117,5.790
,,"be",369,5.730
,,"matter",20,5.720
,,"show",13,5.710
,,"question",67,5.510
,,"examine",42,5.300
,,"see",82,5.290
,,"decide",92,5.230
,,"wonder",76,5.230
,,"tell",22,5.150
,,"indicate",36,5.120
,,"ascertain",14,5.120
,,"clear",29,5.100
power,"X if ...",,1887,0.010
,,"grid",26,8.530
,,"power",88,8.290
,,"voltage",21,7.610
,,"battery",33,7.500
,,"election",24,7.300
,,"supply",20,7.180
,,"Biden",16,7.180
,,"president",18,6.850
,,"Congress",28,6.810
,,"switch",14,6.770
,,"Democrats",13,6.650
,,"States",16,6.570
,,"wind",13,6.450
,,"engine",15,6.310
,,"opponent",13,6.040
,,"Trump",21,5.980
,,"bill",13,5.890
,,"source",18,5.730
,,"temperature",14,5.720
,,"unit",13,5.590
,,"party",31,5.570
,,"system",36,5.370
,,"rate",17,5.180
,,"country",17,5.160
,,"need",24,5.140
,,"government",42,5.110
power,"X because ...",,1862,0.010
,,"power",151,9.820
,,"Congress",23,7.520
,,"energy",22,7.450
,,"wind",16,7.340
,,"politician",15,7.070
,,"party",30,6.740
,,"engine",14,6.660
,,"leader",18,6.570
,,"light",13,6.250
,,"state",27,6.160
,,"government",58,6.150
,,"majority",19,6.110
,,"world",13,5.830
,,"man",33,5.770
,,"country",17,5.730
,,"God",40,5.720
,,"father",15,5.700
,,"group",14,5.680
